taxon_resolution	contrast	hold	variable	asv_id	test	metric	p_fdr	taxonomy
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00236	cc_dv	p_fdr	0.04873249442408288	Gammaproteobacteria;Thiotrichaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00236	cc_da	p_fdr	4.090561467798982e-4	Gammaproteobacteria;Thiotrichaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00240	cc_dv	p_fdr	0.05669985483687701	Bdellovibrionia;OM27 clade
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00240	cc_dv	p_fdr	0.017501378470537683	Bdellovibrionia;OM27 clade
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00240	cc_da	p_fdr	0.08299465128075406	Bdellovibrionia;OM27 clade
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00243	cc_da	p_fdr	2.4929852642018298e-6	Bacteroidia;Winogradskyella
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00243	cc_da	p_fdr	1.0552754939586922e-4	Bacteroidia;Winogradskyella
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00243	cc_da	p_fdr	4.7347345060030986e-4	Bacteroidia;Winogradskyella
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00243	cc_da	p_fdr	0.0022592220444906577	Bacteroidia;Winogradskyella
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00245	cc_dv	p_fdr	0.09458535179852946	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00251	cc_da	p_fdr	3.5388629223560957e-6	Gammaproteobacteria;Alteromonadaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00251	cc_dv	p_fdr	0.033582629563047764	Gammaproteobacteria;Alteromonadaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00251	cc_da	p_fdr	0.0011302548475655072	Gammaproteobacteria;Alteromonadaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00251	cc_da	p_fdr	1.714690731671133e-5	Gammaproteobacteria;Alteromonadaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00251	cc_dv	p_fdr	0.05137219874830161	Gammaproteobacteria;Alteromonadaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00251	cc_da	p_fdr	0.01513920697040104	Gammaproteobacteria;Alteromonadaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00252	cc_da	p_fdr	0.01949185680301134	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00255	cc_da	p_fdr	0.07619896262836837	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00255	cc_da	p_fdr	0.027118699773374434	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00260	cc_da	p_fdr	7.766446603640766e-7	Bacteroidia;Flavobacteriales
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00260	cc_da	p_fdr	4.0406902260729514e-7	Bacteroidia;Flavobacteriales
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00260	cc_da	p_fdr	1.0950091310484765e-7	Bacteroidia;Flavobacteriales
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00260	cc_da	p_fdr	1.6738526819396298e-7	Bacteroidia;Flavobacteriales
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00261	cc_da	p_fdr	0.07136637402901141	NA
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00269	cc_da	p_fdr	0.0011477304519978155	Gammaproteobacteria;Enterobacterales
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00269	cc_dv	p_fdr	1.4036338413474646e-4	Gammaproteobacteria;Enterobacterales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00269	cc_da	p_fdr	0.040285464774506216	Gammaproteobacteria;Enterobacterales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00269	cc_dv	p_fdr	0.0422441919969614	Gammaproteobacteria;Enterobacterales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00271	cc_da	p_fdr	1.9436522923854246e-15	Gammaproteobacteria;Luminiphilus
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00271	cc_da	p_fdr	4.951574374561762e-6	Gammaproteobacteria;Luminiphilus
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00271	cc_da	p_fdr	5.927549179121757e-15	Gammaproteobacteria;Luminiphilus
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00271	cc_da	p_fdr	7.748034555661978e-6	Gammaproteobacteria;Luminiphilus
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00274	cc_da	p_fdr	0.0011835508046775356	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00274	cc_da	p_fdr	0.00114800655457454	NA
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00277	cc_da	p_fdr	0.010211052139754203	Planctomycetes;Rubripirellula
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00277	cc_da	p_fdr	0.004985982018973484	Planctomycetes;Rubripirellula
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00279	cc_dv	p_fdr	0.02161148224712396	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00279	cc_da	p_fdr	0.034082715355458676	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00279	cc_da	p_fdr	0.027118699773374434	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00282	cc_da	p_fdr	2.3600923165027184e-6	Desulfobulbia;Desulfocapsaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00282	cc_da	p_fdr	4.111449296087791e-6	Desulfobulbia;Desulfocapsaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00282	cc_da	p_fdr	3.0000141151219972e-5	Desulfobulbia;Desulfocapsaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00282	cc_da	p_fdr	9.045487221042306e-4	Desulfobulbia;Desulfocapsaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00283	cc_da	p_fdr	0.011810391346920654	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00294	cc_dv	p_fdr	0.05295392125521244	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00300	cc_da	p_fdr	4.6907671561498585e-7	Actinobacteria;Candidatus Aquiluna
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00300	cc_da	p_fdr	5.01408557030256e-7	Actinobacteria;Candidatus Aquiluna
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00300	cc_dv	p_fdr	0.07663406467139969	Actinobacteria;Candidatus Aquiluna
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00307	cc_dv	p_fdr	0.024480870000427066	Gammaproteobacteria;OM43 clade
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00307	cc_dv	p_fdr	0.040328291494251114	Gammaproteobacteria;OM43 clade
asv	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00307	cc_dv	p_fdr	0.011647346585792914	Gammaproteobacteria;OM43 clade
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00307	cc_dv	p_fdr	0.02600044347315147	Gammaproteobacteria;OM43 clade
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00313	cc_da	p_fdr	0.04016680788805839	Planctomycetes;Pirellulaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00317	cc_da	p_fdr	2.971238733113808e-4	Verrucomicrobiae;DEV007
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00317	cc_da	p_fdr	0.024878009913519007	Verrucomicrobiae;DEV007
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00317	cc_da	p_fdr	0.09945208359424207	Verrucomicrobiae;DEV007
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00317	cc_da	p_fdr	0.06503040137188469	Verrucomicrobiae;DEV007
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00321	cc_da	p_fdr	5.1452399346574785e-5	Bacteroidia;Aureicoccus
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00321	cc_da	p_fdr	1.0177213936133453e-4	Bacteroidia;Aureicoccus
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00321	cc_da	p_fdr	5.723563067366526e-5	Bacteroidia;Aureicoccus
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00321	cc_da	p_fdr	1.951034215336029e-4	Bacteroidia;Aureicoccus
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00334	cc_da	p_fdr	0.07218716062917853	NA
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00337	cc_da	p_fdr	0.08329627420279072	Desulfuromonadia;Bradymonadales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00337	cc_da	p_fdr	0.01357921069306689	Desulfuromonadia;Bradymonadales
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00337	cc_da	p_fdr	2.6420868322191266e-10	Desulfuromonadia;Bradymonadales
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00337	cc_da	p_fdr	0.0012753262695848037	Desulfuromonadia;Bradymonadales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00339	cc_da	p_fdr	0.017106791009937804	Gammaproteobacteria;Aestuariibacter
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00339	cc_da	p_fdr	0.019561949231325145	Gammaproteobacteria;Aestuariibacter
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00346	cc_da	p_fdr	0.05354774699408454	Dehalococcoidia;SAR202 clade
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00346	cc_dv	p_fdr	0.0688572609646037	Dehalococcoidia;SAR202 clade
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00346	cc_da	p_fdr	0.042465193196124025	Dehalococcoidia;SAR202 clade
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00346	cc_da	p_fdr	0.08627258734468214	Dehalococcoidia;SAR202 clade
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00349	cc_da	p_fdr	0.040168792670623954	Fusobacteria;Propionigenium
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00359	cc_da	p_fdr	0.03497447113485315	Myxococcia;P3OB-42
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00359	cc_da	p_fdr	0.05676586774953158	Myxococcia;P3OB-42
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00360	cc_da	p_fdr	0.0011695830857024684	Bacteroidia;Fabibacter
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00360	cc_da	p_fdr	0.061407817194636345	Bacteroidia;Fabibacter
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00360	cc_da	p_fdr	0.03465082463532156	Bacteroidia;Fabibacter
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00361	cc_da	p_fdr	1.3056482934287337e-9	Proteobacteria;Gammaproteobacteria
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00361	cc_da	p_fdr	0.007292120940373827	Proteobacteria;Gammaproteobacteria
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00361	cc_da	p_fdr	0.02146928681858791	Proteobacteria;Gammaproteobacteria
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00361	cc_da	p_fdr	0.015008925114850233	Proteobacteria;Gammaproteobacteria
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00367	cc_da	p_fdr	0.07863977074343033	Clostridia;Lachnospiraceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00389	cc_da	p_fdr	2.8044698593271035e-8	Alphaproteobacteria;Holosporaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00389	cc_dv	p_fdr	0.033582629563047764	Alphaproteobacteria;Holosporaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00389	cc_da	p_fdr	3.317203763431109e-5	Alphaproteobacteria;Holosporaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00389	cc_da	p_fdr	0.03465082463532156	Alphaproteobacteria;Holosporaceae
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00392	cc_da	p_fdr	0.06389190376962164	Oligoflexia;Oligoflexaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00392	cc_da	p_fdr	0.06151780792996126	Oligoflexia;Oligoflexaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00392	cc_da	p_fdr	0.02019184603315745	Oligoflexia;Oligoflexaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00392	cc_da	p_fdr	0.0018477380078954085	Oligoflexia;Oligoflexaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00399	cc_da	p_fdr	0.02180982980999638	Alphaproteobacteria;Celeribacter
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00399	cc_da	p_fdr	0.0420064928961921	Alphaproteobacteria;Celeribacter
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00400	cc_da	p_fdr	0.007308245060607004	Gammaproteobacteria;Thiomicrorhabdus
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00400	cc_dv	p_fdr	0.055417226278733175	Gammaproteobacteria;Thiomicrorhabdus
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00400	cc_da	p_fdr	0.0043472489301182304	Gammaproteobacteria;Thiomicrorhabdus
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00423	cc_da	p_fdr	0.034182065485741424	NA
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00429	cc_da	p_fdr	0.04925261243952864	Thermoplasmata;Marine Group III
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00429	cc_da	p_fdr	0.05676586774953158	Thermoplasmata;Marine Group III
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00430	cc_dv	p_fdr	0.017717417902297274	NA
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00440	cc_da	p_fdr	0.0036087978947046077	NA
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00441	cc_da	p_fdr	0.0977908319941183	Verrucomicrobiae;Rubritalea
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00445	cc_da	p_fdr	0.00984200796157501	Cyanobacteria;Oscillatoriaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00448	cc_da	p_fdr	0.002048582707797056	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00448	cc_da	p_fdr	0.00566735455723192	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00451	cc_da	p_fdr	0.0015098800717087597	Bdellovibrionia;Bacteriovoracaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00451	cc_dv	p_fdr	0.06652237197222352	Bdellovibrionia;Bacteriovoracaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00451	cc_da	p_fdr	0.014163705120923813	Bdellovibrionia;Bacteriovoracaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00451	cc_da	p_fdr	0.0010239949786563676	Bdellovibrionia;Bacteriovoracaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00451	cc_da	p_fdr	0.057827585295458984	Bdellovibrionia;Bacteriovoracaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00469	cc_da	p_fdr	0.04955877000273555	Alphaproteobacteria;Hyphomonadaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00469	cc_da	p_fdr	0.040168792670623954	Alphaproteobacteria;Hyphomonadaceae
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00482	cc_dv	p_fdr	0.03061333839792912	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00495	cc_da	p_fdr	1.0651401810038946e-5	Bacteroidia;Crocinitomix
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00495	cc_da	p_fdr	2.170469733627315e-6	Bacteroidia;Crocinitomix
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00495	cc_da	p_fdr	0.04440512584508234	Bacteroidia;Crocinitomix
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00507	cc_da	p_fdr	0.05921834553957	Dadabacteria;Dadabacteriales
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00507	cc_da	p_fdr	0.008051164890945131	Dadabacteria;Dadabacteriales
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00512	cc_da	p_fdr	0.02998751060623965	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00517	cc_da	p_fdr	0.09969002429129306	Gammaproteobacteria;Pseudohaliea
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00524	cc_da	p_fdr	0.07773149702925833	Bacteria;Margulisbacteria
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00524	cc_da	p_fdr	0.045965673133252484	Bacteria;Margulisbacteria
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00524	cc_da	p_fdr	0.006923965127721919	Bacteria;Margulisbacteria
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00528	cc_da	p_fdr	2.2085401902906517e-4	Bacteroidia;Lewinella
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00528	cc_da	p_fdr	1.069886922854797e-4	Bacteroidia;Lewinella
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00543	cc_da	p_fdr	0.0037599762447963203	NA
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00562	cc_da	p_fdr	0.04509486572089417	Bacteroidia;Macellibacteroides
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00568	cc_da	p_fdr	2.8044698593271035e-8	Bacteroidia;Bacteroidales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00568	cc_dv	p_fdr	0.014031071187692253	Bacteroidia;Bacteroidales
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00568	cc_da	p_fdr	2.223728444219705e-6	Bacteroidia;Bacteroidales
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00570	cc_da	p_fdr	0.009972937295912405	Alphaproteobacteria;Ponticaulis
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00570	cc_da	p_fdr	0.011402876768281101	Alphaproteobacteria;Ponticaulis
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00588	cc_da	p_fdr	0.06902164903181908	Alphaproteobacteria;Candidatus Megaira
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00588	cc_da	p_fdr	0.0916439827603036	Alphaproteobacteria;Candidatus Megaira
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00600	cc_da	p_fdr	2.573177036180991e-4	NA
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00600	cc_da	p_fdr	0.05603202296328896	NA
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00609	cc_da	p_fdr	0.015511232526021046	Bacteroidia;Actibacter
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00610	cc_da	p_fdr	0.09971430571967316	Bacteroidia;Fluviicola
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00614	cc_da	p_fdr	0.019382182908465346	Polyangia;Sandaracinaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00614	cc_da	p_fdr	2.0053625261154395e-4	Polyangia;Sandaracinaceae
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00614	cc_da	p_fdr	0.07067566850987624	Polyangia;Sandaracinaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00616	cc_da	p_fdr	0.09971430571967316	Gammaproteobacteria;Francisella
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00624	cc_dv	p_fdr	0.015089274837724535	Bacteria
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00624	cc_da	p_fdr	2.3047738407350262e-8	Bacteria
asv	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00630	cc_da	p_fdr	0.019333175472158192	NA
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00644	cc_da	p_fdr	0.040168792670623954	Alphaproteobacteria;Hirschia
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00644	cc_da	p_fdr	0.04544704813125356	Alphaproteobacteria;Hirschia
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00650	cc_da	p_fdr	1.823885089703764e-10	Bacteroidota;Bacteroidia
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00650	cc_da	p_fdr	3.65197218155936e-4	Bacteroidota;Bacteroidia
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00654	cc_da	p_fdr	0.08777466943144274	Bacilli;Acholeplasma
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00654	cc_da	p_fdr	0.03971753151965515	Bacilli;Acholeplasma
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00661	cc_da	p_fdr	1.9545871663878922e-4	Kiritimatiellae;WCHB1-41
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00661	cc_da	p_fdr	1.0543408045234766e-4	Kiritimatiellae;WCHB1-41
asv	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00661	cc_da	p_fdr	0.022424778365232264	Kiritimatiellae;WCHB1-41
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00682	cc_da	p_fdr	0.08971647827168992	Alphaproteobacteria;Filomicrobium
agg_genus	dawn (Yawzi - Tektite)	dawn	Yawzi - Tektite	ASV_00697	cc_da	p_fdr	0.08329627420279072	Alphaproteobacteria;Terasakiellaceae
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00712	cc_da	p_fdr	0.013277064541467503	Gammaproteobacteria;Unknown Family
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00712	cc_da	p_fdr	0.00489537614649225	Gammaproteobacteria;Unknown Family
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00769	cc_da	p_fdr	0.014382096986693672	Clostridia;Cellulosilyticum
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00776	cc_da	p_fdr	0.0671768464549279	Phycisphaerae;SM1A02
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00776	cc_da	p_fdr	0.011318563752581574	Phycisphaerae;SM1A02
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00783	cc_da	p_fdr	1.6501478680663406e-4	Bacteroidia;Muribaculaceae
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00801	cc_da	p_fdr	0.02465129059386935	Bacteroidia;Nonlabens
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00829	cc_da	p_fdr	0.03257120247530439	Desulfobacteria;Sva0081 sediment group
agg_genus	dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00833	cc_da	p_fdr	0.02515941668802189	Gammaproteobacteria;Parahaliea
agg_genus	dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00833	cc_da	p_fdr	0.01621721647897894	Gammaproteobacteria;Parahaliea
